"X","participant_id","exp_trial_type","block_n","trial_n","trial_index","time_elapsed","partner_id","object","label","object_choices","object_selected","score","rt","condition","pair_id","key_feature","predicted"
33539,"p168","director",4,139,526,1902437,"p056","banana","cross","","",NA,14467,"random_associations","p056-p168","banana",0
33541,"p168","director",4,141,533,1920774,"p056","pig","star","","",NA,3136,"random_associations","p056-p168","pig",0
33543,"p168","director",4,143,540,1939383,"p056","city","pentagon","","",NA,3796.99999999977,"random_associations","p056-p168","city",1
33545,"p168","director",4,145,547,1955378,"p056","pig","star","","",NA,2704,"random_associations","p056-p168","pig",0
33547,"p168","director",4,147,554,1968524,"p056","banana","cross","","",NA,1352.99999999977,"random_associations","p056-p168","banana",0
33549,"p168","director",4,149,561,1988553,"p056","volcano","cross","","",NA,3269,"random_associations","p056-p168","volcano",0
33551,"p168","director",4,151,568,2000428,"p056","city","circle","","",NA,1061,"random_associations","p056-p168","city",0
33553,"p168","director",4,153,575,2015851,"p056","city","cross","","",NA,1709,"random_associations","p056-p168","city",0
33555,"p168","director",4,155,582,2034586,"p056","banana","circle","","",NA,5879.99999999977,"random_associations","p056-p168","banana",0
33557,"p168","director",4,157,589,2060415,"p056","volcano","cross","","",NA,8418.00000000023,"random_associations","p056-p168","volcano",0
33559,"p168","director",4,159,596,2076673,"p056","pig","star","","",NA,4871.99999999977,"random_associations","p056-p168","pig",0
33561,"p168","director",4,161,603,2094051,"p056","pig","cross","","",NA,4986,"random_associations","p056-p168","pig",0
33563,"p168","director",4,163,610,2118562,"p056","banana","circle","","",NA,14184,"random_associations","p056-p168","banana",0
33565,"p168","director",4,165,617,2130838,"p056","city","pentagon","","",NA,894,"random_associations","p056-p168","city",1
33567,"p168","director",4,167,624,2153092,"p056","volcano","star","","",NA,2750,"random_associations","p056-p168","volcano",0
33569,"p168","director",5,169,631,2165977,"p056","angry","star","","",NA,1884,"random_associations","p056-p168","angry",0
33571,"p168","director",5,171,638,2189181,"p056","inlove","star","","",NA,5014.99999999953,"random_associations","p056-p168","inlove",0
33573,"p168","director",5,173,645,2214753,"p056","happy","circle","","",NA,5718.00000000047,"random_associations","p056-p168","happy",0
33575,"p168","director",5,175,652,2236581,"p056","sad","cross","","",NA,2143,"random_associations","p056-p168","sad",0
33577,"p168","director",5,177,659,2258785,"p056","angry","star","","",NA,4854,"random_associations","p056-p168","angry",0
33579,"p168","director",5,179,666,2279907,"p056","inlove","star","","",NA,2272,"random_associations","p056-p168","inlove",0
33581,"p168","director",5,181,673,2299302,"p056","sad","pentagon","","",NA,4590,"random_associations","p056-p168","sad",1
33583,"p168","director",5,183,680,2320215,"p056","happy","pentagon","","",NA,3279,"random_associations","p056-p168","happy",0
33585,"p168","director",5,185,687,2343424,"p056","inlove","pentagon","","",NA,6824,"random_associations","p056-p168","inlove",0
33587,"p168","director",5,187,694,2357038,"p056","angry","pentagon","","",NA,1719,"random_associations","p056-p168","angry",0
33589,"p168","director",5,189,701,2380557,"p056","sad","circle","","",NA,5263,"random_associations","p056-p168","sad",0
33591,"p168","director",5,191,708,2402608,"p056","happy","circle","","",NA,3593,"random_associations","p056-p168","happy",0
33593,"p168","director",5,193,715,2416297,"p056","happy","star","","",NA,2246,"random_associations","p056-p168","happy",1
33595,"p168","director",5,195,722,2433721,"p056","sad","pentagon","","",NA,3104,"random_associations","p056-p168","sad",1
33597,"p168","director",5,197,729,2449221,"p056","inlove","star","","",NA,3466,"random_associations","p056-p168","inlove",0
33599,"p168","director",5,199,736,2474623,"p056","angry","star","","",NA,4206,"random_associations","p056-p168","angry",0
33610,"p169","director",1,10,70,483460,"p143","hexagon_grey","hexagon","","",NA,3745.89999999851,"fixed_associations","p143-p169","grey",NA
33612,"p169","director",1,12,77,502964,"p143","pentagon_red","pentagon","","",NA,4532.5,"fixed_associations","p143-p169","red",NA
33614,"p169","director",1,14,84,523069,"p143","circle_yellow","circle","","",NA,2655.70000000298,"fixed_associations","p143-p169","yellow",NA
33616,"p169","director",1,16,91,541158,"p143","cross_pink","cross","","",NA,2018.39999999851,"fixed_associations","p143-p169","pink",NA
33618,"p169","director",1,18,98,560614,"p143","pentagon_red","pentagon","","",NA,2413.79999999702,"fixed_associations","p143-p169","red",NA
33620,"p169","director",1,20,105,577591,"p143","cross_pink","cross","","",NA,2063.60000000149,"fixed_associations","p143-p169","pink",NA
33622,"p169","director",1,22,112,597408,"p143","circle_yellow","circle","","",NA,4358.19999999553,"fixed_associations","p143-p169","yellow",NA
33624,"p169","director",1,24,119,617321,"p143","hexagon_grey","hexagon","","",NA,2361.59999999404,"fixed_associations","p143-p169","grey",NA
33626,"p169","director",1,26,126,636657,"p143","cross_pink","cross","","",NA,2578.79999999702,"fixed_associations","p143-p169","pink",NA
33628,"p169","director",1,28,133,656074,"p143","circle_yellow","circle","","",NA,2051,"fixed_associations","p143-p169","yellow",NA
33630,"p169","director",1,30,140,674147,"p143","pentagon_red","pentagon","","",NA,2749.69999999553,"fixed_associations","p143-p169","red",NA
33632,"p169","director",1,32,147,694188,"p143","hexagon_grey","hexagon","","",NA,3197.29999999702,"fixed_associations","p143-p169","grey",NA
33634,"p169","director",1,34,154,713483,"p143","pentagon_red","pentagon","","",NA,2780.20000000298,"fixed_associations","p143-p169","red",NA
33636,"p169","director",1,36,161,732668,"p143","circle_yellow","circle","","",NA,2412,"fixed_associations","p143-p169","yellow",NA
33638,"p169","director",1,38,168,751661,"p143","hexagon_grey","hexagon","","",NA,2915.70000000298,"fixed_associations","p143-p169","grey",NA
33640,"p169","director",1,40,175,769901,"p143","cross_pink","cross","","",NA,2429.69999999553,"fixed_associations","p143-p169","pink",NA
33642,"p169","director",1,42,182,787390,"p143","hexagon_grey","hexagon","","",NA,3296.5,"fixed_associations","p143-p169","grey",NA
33644,"p169","director",1,44,189,806212,"p143","pentagon_red","pentagon","","",NA,2411.70000000298,"fixed_associations","p143-p169","red",NA
33646,"p169","director",1,46,196,825318,"p143","circle_yellow","circle","","",NA,2588.80000000447,"fixed_associations","p143-p169","yellow",NA
33648,"p169","director",1,48,203,842374,"p143","cross_pink","cross","","",NA,2301.29999999702,"fixed_associations","p143-p169","pink",NA
33650,"p169","director",1,50,210,860703,"p143","circle_yellow","circle","","",NA,2507.39999999851,"fixed_associations","p143-p169","yellow",NA
33652,"p169","director",1,52,217,880208,"p143","pentagon_red","pentagon","","",NA,2298.10000000149,"fixed_associations","p143-p169","red",NA
33654,"p169","director",1,54,224,898415,"p143","cross_pink","cross","","",NA,2279,"fixed_associations","p143-p169","pink",NA
33656,"p169","director",1,56,231,917137,"p143","hexagon_grey","hexagon","","",NA,2320.89999999851,"fixed_associations","p143-p169","grey",NA
33658,"p169","director",1,58,238,935674,"p143","cross_pink","cross","","",NA,2545.89999999851,"fixed_associations","p143-p169","pink",NA
33660,"p169","director",1,60,245,953162,"p143","pentagon_red","pentagon","","",NA,2295.79999999702,"fixed_associations","p143-p169","red",NA
33662,"p169","director",1,62,252,972291,"p143","circle_yellow","circle","","",NA,2091.60000000149,"fixed_associations","p143-p169","yellow",NA
33664,"p169","director",1,64,259,989732,"p143","hexagon_grey","hexagon","","",NA,2721.20000000298,"fixed_associations","p143-p169","grey",NA
33666,"p169","director",1,66,266,1007781,"p143","cross_pink","cross","","",NA,3383.30000000447,"fixed_associations","p143-p169","pink",NA
33668,"p169","director",1,68,273,1025501,"p143","circle_yellow","circle","","",NA,2681.60000000149,"fixed_associations","p143-p169","yellow",NA
33670,"p169","director",1,70,280,1043821,"p143","hexagon_grey","hexagon","","",NA,2031.20000000298,"fixed_associations","p143-p169","grey",NA
33672,"p169","director",1,72,287,1062263,"p143","pentagon_red","pentagon","","",NA,1950.10000000149,"fixed_associations","p143-p169","red",NA
33674,"p169","director",2,74,296,1115151,"p143","splat_pink","cross","","",NA,4719.09999999404,"fixed_associations","p143-p169","pink",1
33676,"p169","director",2,76,303,1144977,"p143","splat_grey","hexagon","","",NA,3133,"fixed_associations","p143-p169","grey",1
33678,"p169","director",2,78,310,1169962,"p143","splat_yellow","circle","","",NA,2916.5,"fixed_associations","p143-p169","yellow",1
33680,"p169","director",2,80,317,1192107,"p143","splat_red","pentagon","","",NA,2743.89999999851,"fixed_associations","p143-p169","red",1
33682,"p169","director",2,82,324,1211804,"p143","splat_pink","cross","","",NA,2107.30000000447,"fixed_associations","p143-p169","pink",1
33684,"p169","director",2,84,331,1237621,"p143","splat_grey","hexagon","","",NA,6664.39999999851,"fixed_associations","p143-p169","grey",1
33686,"p169","director",2,86,338,1259020,"p143","splat_yellow","circle","","",NA,3080.70000000298,"fixed_associations","p143-p169","yellow",1
33688,"p169","director",2,88,345,1279158,"p143","splat_red","pentagon","","",NA,2192.89999999851,"fixed_associations","p143-p169","red",1
33690,"p169","director",2,90,352,1298758,"p143","splat_pink","cross","","",NA,1961.20000000298,"fixed_associations","p143-p169","pink",1
33692,"p169","director",2,92,359,1320447,"p143","splat_grey","hexagon","","",NA,2871.79999999702,"fixed_associations","p143-p169","grey",1
33694,"p169","director",2,94,366,1339495,"p143","splat_yellow","circle","","",NA,1833,"fixed_associations","p143-p169","yellow",1
33696,"p169","director",2,96,373,1359814,"p143","splat_red","pentagon","","",NA,3062.59999999404,"fixed_associations","p143-p169","red",1
33698,"p169","director",2,98,380,1378191,"p143","splat_pink","cross","","",NA,2499.20000000298,"fixed_associations","p143-p169","pink",1
33700,"p169","director",2,100,387,1397056,"p143","splat_yellow","circle","","",NA,2071.69999999553,"fixed_associations","p143-p169","yellow",1
33702,"p169","director",2,102,394,1414089,"p143","splat_red","pentagon","","",NA,2267.69999999553,"fixed_associations","p143-p169","red",1
33704,"p169","director",2,104,401,1438458,"p143","splat_grey","hexagon","","",NA,4394.89999999851,"fixed_associations","p143-p169","grey",1
33706,"p169","director",3,106,408,1468233,"p143","cross_yellow","cross","","",NA,3350.60000000149,"fixed_associations","p143-p169","yellow",0
33708,"p169","director",3,108,415,1498123,"p143","hexagon_pink","hexagon","","",NA,4089.89999999851,"fixed_associations","p143-p169","pink",0
33710,"p169","director",3,110,422,1523390,"p143","cross_red","pentagon","","",NA,2999.30000000447,"fixed_associations","p143-p169","red",1
33712,"p169","director",3,112,429,1555174,"p143","pentagon_grey","pentagon","","",NA,4577.5,"fixed_associations","p143-p169","grey",0
33714,"p169","director",3,114,436,1583310,"p143","circle_red","pentagon","","",NA,3241.69999999553,"fixed_associations","p143-p169","red",1
33716,"p169","director",3,116,443,1608944,"p143","pentagon_grey","hexagon","","",NA,4188.79999999702,"fixed_associations","p143-p169","grey",1
33718,"p169","director",3,118,450,1639768,"p143","hexagon_pink","cross","","",NA,3387.20000000298,"fixed_associations","p143-p169","pink",1
33720,"p169","director",3,120,457,1662770,"p143","hexagon_yellow","circle","","",NA,2887.39999999851,"fixed_associations","p143-p169","yellow",1
33722,"p169","director",3,122,464,1683491,"p143","cross_yellow","circle","","",NA,2008.10000000149,"fixed_associations","p143-p169","yellow",1
33724,"p169","director",3,124,471,1712307,"p143","circle_pink","cross","","",NA,6040,"fixed_associations","p143-p169","pink",1
33726,"p169","director",3,126,478,1737605,"p143","pentagon_grey","hexagon","","",NA,4894.5,"fixed_associations","p143-p169","grey",1
33728,"p169","director",3,128,485,1762997,"p143","circle_red","pentagon","","",NA,3788.90000000596,"fixed_associations","p143-p169","red",1
33730,"p169","director",3,130,492,1786103,"p143","cross_red","pentagon","","",NA,2798.09999999404,"fixed_associations","p143-p169","red",1
33732,"p169","director",3,132,499,1809711,"p143","cross_yellow","circle","","",NA,3964.39999999851,"fixed_associations","p143-p169","yellow",1
33734,"p169","director",3,134,506,1832719,"p143","hexagon_pink","cross","","",NA,3515.70000000298,"fixed_associations","p143-p169","pink",1
33736,"p169","director",3,136,513,1856360,"p143","pentagon_grey","hexagon","","",NA,5296.79999999702,"fixed_associations","p143-p169","grey",1
33738,"p169","director",4,138,522,1911177,"p143","pig","cross","","",NA,4010.80000000447,"fixed_associations","p143-p169","pig",1
33740,"p169","director",4,140,529,1948650,"p143","volcano","pentagon","","",NA,7467.5,"fixed_associations","p143-p169","volcano",1
33742,"p169","director",4,142,536,1979300,"p143","city","hexagon","","",NA,3271.80000000447,"fixed_associations","p143-p169","city",1
33744,"p169","director",4,144,543,2008105,"p143","banana","circle","","",NA,1885.59999999404,"fixed_associations","p143-p169","banana",1
33746,"p169","director",4,146,550,2031137,"p143","banana","circle","","",NA,1939.70000000298,"fixed_associations","p143-p169","banana",1
33748,"p169","director",4,148,557,2054010,"p143","city","hexagon","","",NA,3573.19999999553,"fixed_associations","p143-p169","city",1
33750,"p169","director",4,150,564,2080632,"p143","volcano","pentagon","","",NA,2941.89999999851,"fixed_associations","p143-p169","volcano",1
33752,"p169","director",4,152,571,2104976,"p143","pig","cross","","",NA,2799.5,"fixed_associations","p143-p169","pig",1
33754,"p169","director",4,154,578,2126473,"p143","city","hexagon","","",NA,2274.39999999851,"fixed_associations","p143-p169","city",1
33756,"p169","director",4,156,585,2151065,"p143","banana","circle","","",NA,1804.80000000447,"fixed_associations","p143-p169","banana",1
33758,"p169","director",4,158,592,2175617,"p143","volcano","pentagon","","",NA,4022.89999999851,"fixed_associations","p143-p169","volcano",1
33760,"p169","director",4,160,599,2196194,"p143","pig","cross","","",NA,2483.69999999553,"fixed_associations","p143-p169","pig",1
